pli-tv-pvr1.1:16.1	His pupil named Puppha			
pli-tv-pvr1.1:16.2	of great wisdom and much learning			
pli-tv-pvr1.1:16.3	Who while protecting the Teaching			
pli-tv-pvr1.1:16.4	established himself in India			
pli-tv-pvr1.1:17.1	The wise Cūlābhaya			
pli-tv-pvr1.1:17.2	proficient in the Vinaya			
pli-tv-pvr1.1:17.3	And the wise Elder Tissa			
pli-tv-pvr1.1:17.4	skilled in the tradition of the True _Dhamma_			
pli-tv-pvr1.1:18.1	And the wise Cūladeva			
pli-tv-pvr1.1:18.2	proficient in the Vinaya			
pli-tv-pvr1.1:18.3	And the wise Elder Siva			
pli-tv-pvr1.1:18.4	skilled in all the contents of the Vinaya.			
pli-tv-pvr1.1:19.1	These sinless sages of great wisdom			
pli-tv-pvr1.1:19.2	knowing the Vinaya and skilled in the Way			
pli-tv-pvr1.1:19.3	Proclaimed the Vinaya-piṭaka in the Island of Tambapaṇṇi. [1]			
pli-tv-pvr1.1:19.4				
pli-tv-pvr1.1:20.1	“Where was that which is the second offence involving Defeat laid down by that Lord who knows …?”		pts-cs1.1.1.2	pm-bu-pj2
pli-tv-pvr1.1:20.2	It was laid down in Rājagaha.			
pli-tv-pvr1.1:20.3	“Concerning whom?”	pts-vp-en6.7		
pli-tv-pvr1.1:20.4	Concerning Dhaniya the potter’s son.			
pli-tv-pvr1.1:20.5	“On what subject?”			
pli-tv-pvr1.1:20.6	On the subject of Dhaniya the potter’s son taking pieces of wood belonging to the king when they had not been given to him.			
pli-tv-pvr1.1:20.7	There is one laying down			
pli-tv-pvr1.1:20.8	“Of the six origins of offences by how many origins does (a monk) originate (the offence)?”			
pli-tv-pvr1.1:20.9	He originates it by three origins—			
pli-tv-pvr1.1:20.10	it may be that he originates it by body and by mind			
pli-tv-pvr1.1:20.11	it may be that he originates it by speech and by mind			
pli-tv-pvr1.1:20.12	it may be that he originates it by body and by speech and by mind. [2]			
pli-tv-pvr1.1:21.1	“Where was that which is the third offence involving Defeat laid down …?”		pts-cs1.1.1.3	pm-bu-pj3
pli-tv-pvr1.1:21.2	It was laid down in Vesālī.			
pli-tv-pvr1.1:21.3	“Concerning whom?”			
pli-tv-pvr1.1:21.4	Concerning several monks.			
pli-tv-pvr1.1:21.5	“On what subject?”			
pli-tv-pvr1.1:21.6	On the subject of several monks depriving one another of life.			
pli-tv-pvr1.1:21.7	There is one laying down			
pli-tv-pvr1.1:21.8	“Of the six origins of offences…(_see_ [2])…?”			
pli-tv-pvr1.1:21.9	…			
pli-tv-pvr1.1:21.10				
pli-tv-pvr1.1:21.11				
pli-tv-pvr1.1:21.12	it may be that he originates it by body and by speech and by mind. [3]			
pli-tv-pvr1.1:22.1	“Where was that which is the fourth offence involving Defeat laid down …?”		pts-cs1.1.1.4	pm-bu-pj4
pli-tv-pvr1.1:22.2	It was laid down in Vesālī.			
pli-tv-pvr1.1:22.3	“Concerning whom?”			
pli-tv-pvr1.1:22.4	Concerning monks on the banks of the river Vaggumudā.			
pli-tv-pvr1.1:22.5	“On what subject?”			
pli-tv-pvr1.1:22.6	On the subject of the monks on the banks of the Vaggumudā speaking praise of each other’s state of further-men in front of householders.			
pli-tv-pvr1.1:22.7	There is one laying down			
pli-tv-pvr1.1:22.8	“Of the six origins of offences…(_see_ [2])…?”			
pli-tv-pvr1.1:22.9	…			
pli-tv-pvr1.1:22.10				
pli-tv-pvr1.1:22.11				
pli-tv-pvr1.1:22.12	it may be that he originates it by body and by speech and by mind. [4]			
pli-tv-pvr1.1:23.1	Concluded are the four Offences involving Defeat			
pli-tv-pvr1.1:24.1	Its summary:			
pli-tv-pvr1.1:25.1	Unchastity			
pli-tv-pvr1.1:25.2	and the form of men			
pli-tv-pvr1.1:25.3	The four offences involving Defeat	pts-vp-en6.8		
pli-tv-pvr1.1:25.4	without doubt (concern men who) must be destroyed.			
pli-tv-pvr1.1:26.0				
pli-tv-pvr1.1:26.1	Where was that offence requiring a Formal Meeting of the Order laid down by that Lord who knows			
pli-tv-pvr1.1:26.2	Concerning whom?			
pli-tv-pvr1.1:26.3	On what subject?			
pli-tv-pvr1.1:26.4	…(_see_ Prv 1.1:Bu-Pj 1)…			
pli-tv-pvr1.1:26.5				
pli-tv-pvr1.1:26.6				
pli-tv-pvr1.1:26.7				
pli-tv-pvr1.1:26.8				
pli-tv-pvr1.1:26.9				
pli-tv-pvr1.1:26.10				
pli-tv-pvr1.1:26.11				
pli-tv-pvr1.1:26.12				
pli-tv-pvr1.1:26.13				
pli-tv-pvr1.1:26.14				
pli-tv-pvr1.1:26.15				
pli-tv-pvr1.1:26.16				
pli-tv-pvr1.1:26.17				
pli-tv-pvr1.1:26.18	Conditioned by how many reasons was the offence requiring a Formal Meeting of the Order laid down by the Lord for the emission of semen using (the hand)?			
pli-tv-pvr1.1:26.19	Who train themselves? Who have trained themselves in the training?			
pli-tv-pvr1.1:26.20	In what state?			
pli-tv-pvr1.1:26.21	Who know by heart?			
pli-tv-pvr1.1:26.22	Whose is the Utterance?			
pli-tv-pvr1.1:26.23	By whom has it been conveyed?			
pli-tv-pvr1.1:27.1	“Where was that offence requiring a Formal Meeting of the Order laid down by that Lord who knows			
pli-tv-pvr1.1:27.2	It was laid down in Sāvatthī.			
pli-tv-pvr1.1:27.3	“Concerning whom?”			
pli-tv-pvr1.1:27.4	Concerning the venerable Seyyasaka.			
pli-tv-pvr1.1:27.5	“On what subject?”			
pli-tv-pvr1.1:27.6	On the subject of the venerable Seyyasaka’s having emitted semen using the hand.			
pli-tv-pvr1.1:27.7	“Is there there a laying down			
pli-tv-pvr1.1:27.8	There is one laying down			
pli-tv-pvr1.1:27.9	for it there is no laying down that has not (yet) occurred.			
pli-tv-pvr1.1:27.10	“A laying down (that holds good) everywhere			
pli-tv-pvr1.1:27.11	A laying down (that holds good) everywhere.			
pli-tv-pvr1.1:27.12	“A laying down that is shared			
pli-tv-pvr1.1:27.13	A laying down that is not shared.			
pli-tv-pvr1.1:27.14	“A laying down for one (Order)			
pli-tv-pvr1.1:27.15	A laying down for one (Order).			
pli-tv-pvr1.1:27.16	“…of the five…?”	pts-vp-en6.9		
pli-tv-pvr1.1:27.17	Plunged into the source			
pli-tv-pvr1.1:27.18	…			
pli-tv-pvr1.1:27.19	By the third recital one comes to the recital.			
pli-tv-pvr1.1:27.20	…			
pli-tv-pvr1.1:27.21	The falling away in moral habit.			
pli-tv-pvr1.1:27.22	…			
pli-tv-pvr1.1:27.23	The Formal Meeting-class of offence.			
pli-tv-pvr1.1:27.24	…			
pli-tv-pvr1.1:27.25	He originates it by one origin—			
pli-tv-pvr1.1:27.26	he originates it by body and by mind			
pli-tv-pvr1.1:27.27	…			
pli-tv-pvr1.1:27.28	The legal question concerning offences.			
pli-tv-pvr1.1:27.29	…			
pli-tv-pvr1.1:27.30	It is stopped by two decidings:			
pli-tv-pvr1.1:27.31	by a verdict in the presence of			
pli-tv-pvr1.1:27.32	…(_as in_ Prv 1.1:Bu-Pj 1)…			
pli-tv-pvr1.1:27.33				
pli-tv-pvr1.1:27.34				
pli-tv-pvr1.1:27.35				
pli-tv-pvr1.1:27.36				
pli-tv-pvr1.1:27.37				
pli-tv-pvr1.1:27.38				
pli-tv-pvr1.1:27.39				
pli-tv-pvr1.1:27.40				
pli-tv-pvr1.1:27.41				
pli-tv-pvr1.1:27.42	“Conditioned by how many reasons was the offence requiring a Formal Meeting of the Order laid down by the Lord for the emission of semen using (the hand)?”			
pli-tv-pvr1.1:27.43	Conditioned by ten reasons was the offence requiring a Formal Meeting of the Order laid down by the Lord for the emission of semen using (the hand):			
pli-tv-pvr1.1:27.44	for the excellence of the Order…for help with Discipline.			
pli-tv-pvr1.1:27.45	“Who train themselves?”			
pli-tv-pvr1.1:27.46	Learners and…(_as in_ Prv 1.1:Bu-Pj 1)…			
pli-tv-pvr1.1:27.47				
pli-tv-pvr1.1:27.48				
pli-tv-pvr1.1:27.49				
pli-tv-pvr1.1:27.50				
pli-tv-pvr1.1:27.51				
pli-tv-pvr1.1:27.52				
pli-tv-pvr1.1:27.53				
pli-tv-pvr1.1:27.54				
pli-tv-pvr1.1:27.55				
pli-tv-pvr1.1:27.56				
pli-tv-pvr1.1:28.1				
pli-tv-pvr1.1:28.2				
pli-tv-pvr1.1:28.3				
pli-tv-pvr1.1:28.4				
pli-tv-pvr1.1:29.1				
pli-tv-pvr1.1:29.2				
pli-tv-pvr1.1:29.3				
pli-tv-pvr1.1:30.1				
pli-tv-pvr1.1:30.2				
pli-tv-pvr1.1:30.3				
pli-tv-pvr1.1:30.4				
pli-tv-pvr1.1:31.1				
pli-tv-pvr1.1:31.2				
pli-tv-pvr1.1:31.3				
pli-tv-pvr1.1:31.4				
pli-tv-pvr1.1:32.1				
pli-tv-pvr1.1:32.2				
pli-tv-pvr1.1:32.3				
pli-tv-pvr1.1:33.1				
pli-tv-pvr1.1:33.2				
pli-tv-pvr1.1:33.3				
pli-tv-pvr1.1:33.4				
pli-tv-pvr1.1:34.1				
pli-tv-pvr1.1:34.2				
pli-tv-pvr1.1:34.3				
pli-tv-pvr1.1:34.4				
pli-tv-pvr1.1:35.1				
pli-tv-pvr1.1:35.2				
pli-tv-pvr1.1:35.3				
pli-tv-pvr1.1:35.4				
pli-tv-pvr1.1:36.1				
pli-tv-pvr1.1:36.2				
pli-tv-pvr1.1:36.3				
pli-tv-pvr1.1:36.4				
pli-tv-pvr1.1:37.1				
pli-tv-pvr1.1:37.2				
pli-tv-pvr1.1:37.3				
pli-tv-pvr1.1:37.4				
pli-tv-pvr1.1:38.1				
pli-tv-pvr1.1:38.2				
pli-tv-pvr1.1:38.3				
pli-tv-pvr1.1:38.4				
pli-tv-pvr1.1:39.1				
pli-tv-pvr1.1:39.2				
pli-tv-pvr1.1:39.3				
pli-tv-pvr1.1:39.4				
pli-tv-pvr1.1:40.1				
pli-tv-pvr1.1:40.2				
pli-tv-pvr1.1:40.3				
pli-tv-pvr1.1:40.4				
pli-tv-pvr1.1:41.1				
pli-tv-pvr1.1:41.2				
pli-tv-pvr1.1:41.3				
pli-tv-pvr1.1:41.4				
pli-tv-pvr1.1:42.1				
pli-tv-pvr1.1:42.2				
pli-tv-pvr1.1:42.3				
pli-tv-pvr1.1:42.4				
pli-tv-pvr1.1:43.1				
pli-tv-pvr1.1:43.2				
pli-tv-pvr1.1:43.3	in the Island of Tambapaṇṇi. [1]			
pli-tv-pvr1.1:43.4				
pli-tv-pvr1.1:44.1	“Where was that offence requiring a Formal Meeting of the Order laid down by that Lord who knows			
pli-tv-pvr1.1:44.2	It was laid down in Sāvatthī.			
pli-tv-pvr1.1:44.3	“Concerning whom?”			
pli-tv-pvr1.1:44.4	Concerning the venerable Udāyi.			
pli-tv-pvr1.1:44.5	“On what subject?”			
pli-tv-pvr1.1:44.6	On the subject of the venerable Udāyi’s coming into physical contact with a woman.			
pli-tv-pvr1.1:44.7	There is one laying down.			
pli-tv-pvr1.1:44.8	Of the six origins of an offence (the monk) originates (the offence) by one origin—			
pli-tv-pvr1.1:44.9	he originates it by body and by mind			
pli-tv-pvr1.1:45.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for offending a woman with lewd words?”		pts-cs1.1.2.3	pm-bu-ss3
pli-tv-pvr1.1:45.2	It was laid down in Sāvatthī.			
pli-tv-pvr1.1:45.3	“Concerning whom?”			
pli-tv-pvr1.1:45.4	Concerning the venerable Udāyi.			
pli-tv-pvr1.1:45.5	“On what subject?”	pts-vp-en6.10		
pli-tv-pvr1.1:45.6	On the subject of the venerable Udāyi’s offending a woman with lewd words.			
pli-tv-pvr1.1:45.7	There is one laying down.			
pli-tv-pvr1.1:45.8	Of the six origins of offences (the monk) originates (the offence) by three origins—			
pli-tv-pvr1.1:45.9	it may be that he originates it by body and by mind			
pli-tv-pvr1.1:45.10	it may be that he originates it by speech and by mind			
pli-tv-pvr1.1:45.11	it may be that he originates it by body and by speech and by mind. [3]			
pli-tv-pvr1.1:46.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for speaking in praise of ministering to sense-pleasures for self in the presence of women-folk?”		pts-cs1.1.2.4	pm-bu-ss4
pli-tv-pvr1.1:46.2	It was laid down in Sāvatthī			
pli-tv-pvr1.1:46.3	…			
pli-tv-pvr1.1:46.4	Concerning the venerable Udāyi			
pli-tv-pvr1.1:46.5	…			
pli-tv-pvr1.1:46.6	On the subject of the venerable Udāyi’s speaking in praise of ministering to sense-pleasures for self in the presence of women-folk			
pli-tv-pvr1.1:46.7	…(_see_ Prv 1.1:Bu-Ss 3). [4]			
pli-tv-pvr1.1:46.8				
pli-tv-pvr1.1:46.9				
pli-tv-pvr1.1:46.10				
pli-tv-pvr1.1:46.11				
pli-tv-pvr1.1:47.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for acting as a go-between?”		pts-cs1.1.2.5	pm-bu-ss5
pli-tv-pvr1.1:47.2	It was laid down in Sāvatthī…			
pli-tv-pvr1.1:47.3				
pli-tv-pvr1.1:47.4	Concerning the venerable Udāyi…			
pli-tv-pvr1.1:47.5				
pli-tv-pvr1.1:47.6	On the subject of the venerable Udāyi’s acting as a go-between…			
pli-tv-pvr1.1:47.7	There is one laying-down			
pli-tv-pvr1.1:47.8	He originates it by six origins—			
pli-tv-pvr1.1:47.9	it may be that he originates it by body			
pli-tv-pvr1.1:47.10	it may be that he originates it by speech			
pli-tv-pvr1.1:47.11	it may be that he originates it by body and by speech			
pli-tv-pvr1.1:47.12	it may be that he originates it by body and by mind			
pli-tv-pvr1.1:47.13	it may be that he originates it by speech and by mind			
pli-tv-pvr1.1:47.14	it may be that he originates it by body and by speech and by mind. [5]			
pli-tv-pvr1.1:48.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for begging for having a hut built for oneself?”		pts-cs1.1.2.6	pm-bu-ss6
pli-tv-pvr1.1:48.2	It was laid down in Āḷavī…			
pli-tv-pvr1.1:48.3				
pli-tv-pvr1.1:48.4	Concerning the monks of Āḷavī…	pts-vp-en6.11		
pli-tv-pvr1.1:48.5				
pli-tv-pvr1.1:48.6	On the subject of the monks of Āḷavī begging for having a hut built for themselves…			
pli-tv-pvr1.1:48.7	There is one laying-down…			
pli-tv-pvr1.1:48.8	He originates it by six origins…(_see_ Prv 1.1:Bu-Ss 5). [6]			
pli-tv-pvr1.1:49.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for having a large _vihāra_ built?”		pts-cs1.1.2.7	pm-bu-ss7
pli-tv-pvr1.1:49.2	It was laid down at Kosambī…			
pli-tv-pvr1.1:49.3				
pli-tv-pvr1.1:49.4	Concerning the venerable Channa…			
pli-tv-pvr1.1:49.5				
pli-tv-pvr1.1:49.6	The venerable Channa			
pli-tv-pvr1.1:49.7	There is one laying down…			
pli-tv-pvr1.1:49.8	He originates it by six origins…[7]			
pli-tv-pvr1.1:50.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for defaming a monk with an unfounded charge of an offence involving Defeat?”		pts-cs1.1.2.8	pm-bu-ss8
pli-tv-pvr1.1:50.2	It was laid down in Rājagaha…			
pli-tv-pvr1.1:50.3				
pli-tv-pvr1.1:50.4	Concerning the monks who were followers of Mettiya and Bhummajaka…			
pli-tv-pvr1.1:50.5				
pli-tv-pvr1.1:50.6	The monks who were the followers of Mettiya and Bhummajaka defamed the venerable Dabba the Mallian with an unfounded charge of an offence involving Defeat…			
pli-tv-pvr1.1:50.7	There is one laying down…			
pli-tv-pvr1.1:50.8	He originates it by three origins…[8]			
pli-tv-pvr1.1:51.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for defaming a monk with a charge of an offence involving Defeat			
pli-tv-pvr1.1:51.2	It was laid down at Rājagaha…			
pli-tv-pvr1.1:51.3				
pli-tv-pvr1.1:51.4	Concerning the monks who were the followers of Mettiya and Bhummajaka…			
pli-tv-pvr1.1:51.5				
pli-tv-pvr1.1:51.6	The monks who were the followers of Mettiya and Bhummajaka defamed the venerable Dabba the Mallian…really belonging to something else…			
pli-tv-pvr1.1:51.7	There is one laying down…			
pli-tv-pvr1.1:51.8	He originates it by three origins…[9]			
pli-tv-pvr1.1:52.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for admonishing up to three times a schismatic monk for not giving up (his course)?”	pts-vp-en6.12	pts-cs1.1.2.10	pm-bu-ss10
pli-tv-pvr1.1:52.2	It was laid down in Rājagaha…			
pli-tv-pvr1.1:52.3				
pli-tv-pvr1.1:52.4	Concerning Devadatta…			
pli-tv-pvr1.1:52.5				
pli-tv-pvr1.1:52.6	Devadatta went forward with a schism of an Order that was harmonious…			
pli-tv-pvr1.1:52.7	There is one laying down…			
pli-tv-pvr1.1:52.8	He originates it by one origin—			
pli-tv-pvr1.1:52.9	he originates it by body and by speech and by mind…[10]			
pli-tv-pvr1.1:53.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for admonishing up to three times monks who were throwing in their lot with a schism for not giving up (their course)?”		pts-cs1.1.2.11	pm-bu-ss11
pli-tv-pvr1.1:53.2	It was laid down in Rājagaha…			
pli-tv-pvr1.1:53.3				
pli-tv-pvr1.1:53.4	Concerning several monks…			
pli-tv-pvr1.1:53.5				
pli-tv-pvr1.1:53.6	Several monks were throwing in their lot with and taking part in Devadatta’s proceeding for a schism in the Order…			
pli-tv-pvr1.1:53.7	There is one laying down…			
pli-tv-pvr1.1:53.8	By one origin…[11]			
pli-tv-pvr1.1:53.9				
pli-tv-pvr1.1:54.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for admonishing up to three times a monk who was difficult to speak to for not giving up (his course)?”		pts-cs1.1.2.12	pm-bu-ss12
pli-tv-pvr1.1:54.2	It was laid down in Kosambī…			
pli-tv-pvr1.1:54.3				
pli-tv-pvr1.1:54.4	Concerning the venerable Channa…			
pli-tv-pvr1.1:54.5				
pli-tv-pvr1.1:54.6	When the venerable Channa was being spoken to by monks according to _Dhamma_ he reckoned himself as one not to be spoken to…			
pli-tv-pvr1.1:54.7	There is one laying down…			
pli-tv-pvr1.1:54.8	By one origin…[12]			
pli-tv-pvr1.1:54.9				
pli-tv-pvr1.1:55.1	“Where was that offence requiring a Formal Meeting of the Order laid down…for admonishing up to three times a monk who brought a family into disrepute for not giving up (his course)?”		pts-cs1.1.2.13	pm-bu-ss13
pli-tv-pvr1.1:55.2	It was laid down in Sāvatthī…			
pli-tv-pvr1.1:55.3				
pli-tv-pvr1.1:55.4	Concerning the monks who were the followers of Assaji and Punabbasu…			
pli-tv-pvr1.1:55.5				
pli-tv-pvr1.1:55.6	Monks			
pli-tv-pvr1.1:55.7	There is one laying down…	pts-vp-en6.13		
pli-tv-pvr1.1:55.8	By one origin…[13]			
pli-tv-pvr1.1:55.9				
pli-tv-pvr1.1:56.1	Concluded are the thirteen offences requiring a Formal Meeting of the Order			
pli-tv-pvr1.1:57.1	Its summary:			
pli-tv-pvr1.1:58.1	Emission			
pli-tv-pvr1.1:58.2	lewd talk			
pli-tv-pvr1.1:58.3	Acting as a go-between			
pli-tv-pvr1.1:58.4	and a _vihāra_			
pli-tv-pvr1.1:59.1	And some point			
pli-tv-pvr1.1:59.2	likewise siding in with			
pli-tv-pvr1.1:59.3	Difficult to speak to			
pli-tv-pvr1.1:59.4	the thirteen offences requiring a Formal Meeting of the Order.			
pli-tv-pvr1.1:60.0				
pli-tv-pvr1.1:60.1	“Where was that which is the first Undetermined offence laid down by that Lord …?”		pts-cs1.1.3.1	pm-bu-ay1
pli-tv-pvr1.1:60.2				
pli-tv-pvr1.1:60.3				
pli-tv-pvr1.1:60.4				
pli-tv-pvr1.1:61.1				
